datetime,do_observed,do_predicted,temp_observed,temp_predicted
2006-06-28,,11.786728197682734,22.22,22.654355774957672
2006-06-29,,11.722428472036109,22.34,23.030324174257554
2006-06-30,,11.659559055835789,22.84,23.40268368401498
2006-07-01,,11.58992414829209,22.4,23.669795473572467
2006-07-02,,11.52227365394003,22.4,23.94086840748013
2006-07-03,,11.36241944937397,22.76,24.213861061200404
2006-07-04,,11.06709105265127,23.28,24.46889928277856
2006-07-05,,10.91774695879129,24.07,24.619775941419167
2006-07-06,,10.795990823780395,24.16,24.636674068401238
2006-07-07,,10.730958267083784,24.11,24.59470890144503
2006-07-08,,10.66254302609162,,24.501981382601883
2006-07-09,,10.597727495407803,,24.474246023940843
2006-07-10,11.57,10.550783467666601,24.125,24.400407078411785
2006-07-11,11.42,10.499104148370249,23.32,24.37016666910054
2006-07-12,11.88,10.510886831856094,23.29,24.357474932971023
2006-07-13,13.335,10.634041053842504,24.28,24.329765981938987
2006-07-14,,10.734931267044226,25.23,24.297693342438176
2006-07-15,,10.666138010437583,25.53,24.30942659645073
2006-07-16,13.82,10.608490291661019,25.83,24.357887121614997
2006-07-17,12.92,10.557724863012428,25.75,24.44806917465399
2006-07-18,11.41,10.511221454543241,26.02,24.516777003052347
2006-07-19,12.52,10.46740883720156,25.55,24.67269682993751
2006-07-20,12.78,10.425354646123035,25.45,24.796060872526922
2006-07-21,,10.048241721148651,,24.81506655793484
2006-07-22,,9.544872808461468,,24.964004207712097
2006-07-23,,9.367917279380828,,25.062144601605816
2006-07-24,8.5,9.253527753577929,24.2,24.981164114668612
2006-07-25,12.73,9.192800702052255,24.86,24.878420526592656
2006-07-26,12.39,9.141215595122882,24.79,24.76719159323973
2006-07-27,13.01,9.076987648865952,25.35,24.687069469060845
2006-07-28,12.31,8.98908183318217,24.91,24.65617897281306
2006-07-29,13.89,8.90355142735702,25.9,24.538295087320282
2006-07-30,13.89,8.801094956570324,,24.43282967640475
2006-07-31,13.67,8.751195422432053,26.03,24.330076673434974
2006-08-01,,8.70126452508888,,24.224091606307013
2006-08-02,,8.607794379708599,,24.119407401946802
2006-08-03,,8.421648787141944,,23.924639656485354
2006-08-04,10.37,8.274969276799894,27.29,23.89374250092243
2006-08-05,10.34,8.200966966253274,26.72,23.824864515540682
2006-08-06,9.75,8.171425036775435,26.57,23.725131626802415
2006-08-07,9.49,8.143340115362554,26.36,23.58434268244025
2006-08-08,10.08,8.090685467907464,26.35,23.48704113262254
2006-08-09,10.155,8.062467789914926,25.950000000000003,23.401840247307838
2006-08-10,10.16,8.036347457202128,26.325000000000003,23.33648481000329
2006-08-11,9.34,8.022681569770997,25.59,23.280442080473897
2006-08-12,9.45,7.992775557061288,25.2825,23.218688184502
2006-08-13,9.8,7.99481115794938,25.08,23.156872288009836
2006-08-14,9.63,8.015247446814676,24.945,23.089440062908015
2006-08-15,9.32,8.030389430288702,24.785,23.015968298237848
2006-08-16,8.17,8.03622028585074,24.9,22.899339578833075
2006-08-17,8.14,8.03318474497384,24.475,22.834774074083
2006-08-18,7.81,8.027237888516954,24.235,22.752416945964388
2006-08-19,7.49,8.121196281049883,24.085,22.71072595908668
2006-08-20,7.43,8.286207001584499,23.955,22.617559843970554
2006-08-21,7.92,8.421707033093906,24.25,22.5177096135069
2006-08-22,8.09,8.417511237763996,24.21,22.441041836832923
2006-08-23,8.43,8.422833776177294,24.76,22.329032385819346
2006-08-24,8.04,8.42079222180412,24.1625,22.19277567948845
2006-08-25,7.63,8.412988369011526,23.82,22.04683839562884
2006-08-26,7.59,8.399747879570969,23.67,21.938787792649872
2006-08-27,7.46,8.41189648757273,23.565,21.593848357426367
2006-08-28,7.47,8.425680953696371,23.415,20.765310949382908
2006-08-29,7.39,8.464047789345997,23.18,19.876816512297417
2006-08-30,7.73,8.471128140261103,23.15,19.476708095617116
2006-08-31,7.77,8.439684839502064,22.89,19.287292372843755
2006-09-01,7.94,8.4365760768963,22.645,19.022724326853748
2006-09-02,8.32,8.419967572056414,22.555,18.642351651707475
2006-09-03,8.66,8.425269426712271,22.675,18.452096166331877
2006-09-04,8.77,8.437844230594358,22.7,18.239890889362062
2006-09-05,8.56,8.472516959440254,22.49,18.050185486380137
2006-09-06,8.86,8.479530164863844,22.59,17.744569077423378
2006-09-07,9.13,8.487693068045251,22.79,17.21737776379958
2006-09-08,8.86,8.509374555934174,22.465000000000003,16.769206393115216
2006-09-09,8.55,8.520940520287901,22.42,16.476227003393646
2006-09-10,7.91,8.543100128267225,21.305,16.270020004071863
2006-09-11,7.76,8.560156801643709,20.685,16.09324113548601
2006-09-12,7.69,8.581841481091644,20.135,16.012133030811267
2006-09-13,7.74,8.603246899126058,19.66,15.974717152029402
2006-09-14,7.99,8.630516377211459,19.5475,16.03038500804276
2006-09-15,8.09,8.655179149474085,19.51,16.01034500469633
2006-09-16,8.33,8.686875565413201,19.73,16.00135802928412
2006-09-17,8.44,8.737185644517414,19.78,15.970353119113291
2006-09-18,8.32,8.810603101875147,19.52,15.924604944486891
2006-09-19,8.03,8.899571185012666,18.79,15.910875618169182
2006-09-20,7.73,8.93715808342882,18.045,15.852278696836484
2006-09-21,8.25,8.974529674363954,17.805,15.773132104917632
2006-09-22,8.12,9.01213734860175,17.52,15.749156561139582
2006-09-23,8.04,9.05020951742801,17.405,15.758762336188758
2006-09-24,8.01,9.088781195927664,17.259999999999998,15.744026994021883
2006-09-25,8.22,9.127766273383532,17.095,15.700091129047522
2006-09-26,8.21,9.087920886645618,16.97,15.248879702066164
2006-09-27,8.2,8.958006697167967,16.82,14.858598769702871
2006-09-28,8.28,8.815760661237993,16.585,14.443343970369506
2006-09-29,8.32,8.547999416854667,16.325,13.794009766069989
2006-09-30,8.13,8.392116923350217,16.08,12.919844452927865
2006-10-01,8.18,8.335402367327754,16.03,12.078203234926693
2006-10-02,8.7,8.380499034786416,16.255000000000003,11.443400115524515
2006-10-03,8.75,8.435874056666004,16.494999999999997,10.99837347007101
2006-10-04,8.79,8.49503027808466,16.4875,10.696514063010671
2006-10-05,8.85,8.557812969806452,16.32,10.547374796726778
2006-10-06,8.61,8.624010691046859,16.105,10.364489795421186
2006-10-07,9.9,8.796625577119366,16.255000000000003,10.173254472193866
2006-10-08,9.18,8.956645282433021,16.06,9.985002062885897
2006-10-09,8.76,9.160927860413542,15.84,9.7993626310597
2006-10-10,8.31,9.380232554276745,15.5,9.483714767555847
2006-10-11,8.33,9.51129676373692,15.385,9.239145219008428
2006-10-12,7.96,9.62318706867318,14.48,9.064729488770844
2006-10-13,6.9,9.677160321009165,13.58,9.071521530949944
2006-10-14,7.55,9.742233293890568,13.035,9.063418751846159
2006-10-15,7.29,9.822310982520426,12.8,8.942360669347442
2006-10-16,7.83,10.05375679649694,12.53,8.834517882927136
2006-10-17,7.76,10.310533400587675,12.46,8.700522817796525
2006-10-18,,10.400877782172838,,8.56292345575459
2006-10-19,,10.499478235912097,,8.454381211613088
2006-10-20,,10.63511188326705,,8.31626012667471
2006-10-21,,10.713428199579281,,8.184430487122194
2006-10-22,,10.71193399757661,,8.057835069269267
2006-10-23,,10.69582877704241,,7.9350134164163855
2006-10-24,,10.715922280194626,,8.506785429129234
2006-10-25,,10.755602933386632,,9.08507346689023
2006-10-26,,10.734788322026183,,9.234075413503316
2006-10-27,,10.671885087575566,,9.439092304227454
2006-10-28,,10.60364482994383,,9.661596556507725
2006-10-29,,10.54530969845706,,9.709005369143075
2006-10-30,9.8,10.49604111098494,9.8,9.745471319583455
2006-10-31,,10.461032040920122,,9.763800740057388
2006-11-01,,10.425514285449752,,9.75376744845784
2006-11-02,,10.399862191269646,,9.734001223334687
2006-11-03,,10.380466780275096,,9.712296218979734
2006-11-04,,10.44547349761894,,9.348687738210181
2006-11-05,,10.583511555056239,,9.064372641331992
2006-11-06,,12.350809585063567,,5.812368197302398
2006-11-07,,13.463321292000781,,5.140476366678525
2006-11-08,,13.492991497600437,,5.226635963741749
2006-11-09,,13.509946532097626,,5.339932499629688
2006-11-10,,13.521573627081654,,5.353096817502548
2006-11-11,,13.526691414709125,,5.452585607896223
2006-11-12,,13.5267935445975,,5.5192710711762025
2006-11-13,,13.522714486676055,,5.552686596019612
2006-11-14,,12.964222102197922,,7.67387778811764
2006-11-15,,12.845991780629028,,7.808315582889245
2006-11-16,,12.751459521235347,,7.852707955397994
2006-11-17,,12.644261928160692,,7.892235813013169
2006-11-18,,12.48248131085042,,7.973282433838653
2006-11-19,,12.43856005775007,,8.059654669723226
2006-11-20,,12.432090031119813,,8.09937266226721
2006-11-21,,12.402579157966201,,8.111554616341229
2006-11-22,,12.371746242868143,,8.143498662170382
2006-11-23,,12.3384352049498,,8.148513356101926
2006-11-24,,12.241219826445468,,8.17283960467469
2006-11-25,,12.233732429004107,,8.153482582985276
2006-11-26,,12.377223449141237,,8.029607380551026
2006-11-27,11.1,12.450945270751639,6.7,7.925800139105213
2006-11-28,,12.544107369311158,,7.853691237723064
2006-11-29,,12.650293974692733,,7.789436194837418
2006-11-30,,12.667157435996742,,7.816997492778604
2006-12-01,,12.71375125151255,,7.789825190694183
2006-12-02,,12.732813205966515,,7.56715101106208
2006-12-03,,12.7847668765856,,7.299508542977446
2006-12-04,,13.462699920011666,,4.940472332833478
2006-12-05,,14.065382139556203,,2.739700947029979
2006-12-06,,14.065382139556203,,2.739700947029979
2006-12-07,,14.065382139556203,,2.739700947029979
2006-12-08,,14.065382139556203,,2.739700947029979
2006-12-09,,14.065382139556203,,2.739700947029979
2006-12-10,,14.065382139556203,,2.739700947029979
2006-12-11,,14.06515332932552,,2.7385128333564825
2006-12-12,,14.064940722394436,,2.7372016371686847
2006-12-13,,14.064940722394436,,2.7372016371686847
2006-12-14,,14.064940722394436,,2.761488389113726
2006-12-15,,14.064940722394436,,2.913708392360048
2006-12-16,,14.064940722394436,,3.0109458749734834
2006-12-17,,14.064940722394436,,3.134215309361604
2006-12-18,,14.064940722394436,,3.203269192515652
2006-12-19,,14.064940722394436,,3.267577509922413
2006-12-20,,14.084974874824262,,3.323180035757936
2006-12-21,,14.089058351827415,,3.5547910163071474
2006-12-22,,14.07553620730408,,3.770891763001968
2006-12-23,,14.061717002288116,,3.8493113988207277
2006-12-24,,14.051420050898335,,3.9702170059659068
2006-12-25,,14.046982065340348,,4.092957369247777
2006-12-26,,14.04443912932167,,4.155602235659021
2006-12-27,,14.040904109459445,,4.257680351484149
2006-12-28,,14.033478824666542,,4.331890381608565
2006-12-29,,14.023932871662659,,4.42067191178427
2006-12-30,,14.012202910276638,,4.500794035963157
2006-12-31,,14.005281155293961,,4.566883834985493
2007-01-01,,14.005368554909971,,4.5686313311307
2007-01-02,,14.001085973725399,,4.556511836840059
2007-01-03,14.0,13.990015683036638,2.2,4.599520449589146
2007-01-04,,13.979580267086657,,4.6580369998770585
2007-01-05,,13.979425599226861,,4.673630819618028
2007-01-06,,13.995164895245146,,4.560705368325445
2007-01-07,,14.01926607587399,,4.3357445176533975
2007-01-08,,14.041588330610637,,4.092740597058411
2007-01-09,,14.049732943703862,,3.979672774200779
2007-01-10,,14.054025590574549,,3.358938721004197
2007-01-11,,14.064940722394436,,2.7372016371686847
2007-01-12,,14.064582040262433,,2.733672659407903
2007-01-13,,14.064251100143377,,2.729952168928973
2007-01-14,,14.064251100143377,,2.729952168928973
2007-01-15,,14.064251100143377,,2.729952168928973
2007-01-16,,14.064251100143377,,2.729952168928973
2007-01-17,,14.064251100143377,,2.729952168928973
2007-01-18,,14.064251100143377,,2.729952168928973
2007-01-19,,14.064251100143377,,2.729952168928973
2007-01-20,,14.064251100143377,,2.729952168928973
2007-01-21,,14.064251100143377,,2.729952168928973
2007-01-22,,14.064251100143377,,2.729952168928973
2007-01-23,,14.064251100143377,,2.729952168928973
2007-01-24,,14.064251100143377,,2.729952168928973
2007-01-25,,14.064251100143377,,2.729952168928973
2007-01-26,,14.064251100143377,,2.729952168928973
2007-01-27,,14.064251100143377,,2.729952168928973
2007-01-28,,14.064251100143377,,2.729952168928973
2007-01-29,,14.064251100143377,,2.729952168928973
2007-01-30,,14.064251100143377,,2.729952168928973
2007-01-31,,14.064251100143377,,2.729952168928973
2007-02-01,,14.064251100143377,,2.729952168928973
2007-02-02,,14.064251100143377,,2.729952168928973
2007-02-03,,14.064251100143377,,2.786312938164164
2007-02-04,,14.064251100143377,,2.7954242590642373
2007-02-05,,14.113766419677553,,2.8425937956176828
2007-02-06,,14.152104408543805,,2.8898152289029024
2007-02-07,,14.14312508001676,,2.9745364138960113
2007-02-08,,14.133205223599433,,3.0541657487545812
2007-02-09,,14.125442615569451,,3.1255329402091316
2007-02-10,,14.123018503747824,,3.1773451675725397
2007-02-11,,14.121638031723009,,3.175275727985074
2007-02-12,,14.119085275522758,,3.253922239781687
2007-02-13,,14.113190957037295,,3.3486305604314808
2007-02-14,,14.106089738236346,,3.4437857440902846
2007-02-15,,14.098758727186556,,3.5350601544437
2007-02-16,,14.096116852838517,,3.579339548226635
2007-02-17,,14.098005764764341,,3.55956873047235
2007-02-18,,14.094776152549079,,3.5705735931875857
2007-02-19,14.3,14.084758585325087,0.6,3.651096194801063
2007-02-20,,14.076986893627149,,3.7188379632410893
2007-02-21,,14.078005491960948,,3.710804992130491
2007-02-22,,14.083872804947081,,3.627970000742735
2007-02-23,,14.084040484547463,,3.4872531606893222
2007-02-24,,14.08380455468514,,3.3008520409901116
2007-02-25,,14.078841434917464,,3.2008098385451955
2007-02-26,,14.07622484753698,,2.960104070567981
2007-02-27,,14.074918026873974,,2.717477664251934
2007-02-28,,14.06974696476146,,2.717477664251934
2007-03-01,,14.064938758358121,,2.717477664251934
2007-03-02,,14.064069917793331,,2.717477664251934
2007-03-03,,14.064069917793331,,2.717477664251934
2007-03-04,,14.064069917793331,,2.717477664251934
2007-03-05,,14.064069917793331,,2.717477664251934
2007-03-06,,14.064069917793331,,2.717477664251934
2007-03-07,,14.064069917793331,,2.717477664251934
2007-03-08,,14.064069917793331,,2.717477664251934
2007-03-09,,14.064069917793331,,2.717477664251934
2007-03-10,,14.064069917793331,,2.717477664251934
2007-03-11,,14.064069917793331,,2.717477664251934
2007-03-12,,14.064069917793331,,2.717477664251934
2007-03-13,,14.064069917793331,,2.818764928996366
2007-03-14,,14.064069917793331,,2.917985968995124
2007-03-15,,14.064069917793331,,3.015193599506212
2007-03-16,,14.061254717240505,,3.1106463856622817
2007-03-17,,14.050198665815024,,3.20468096732521
2007-03-18,,14.043675855708805,,3.2976307695150826
2007-03-19,,14.03507632270415,,3.935381898840017
2007-03-20,,14.026711983048198,,4.78431965954999
2007-03-21,,13.994372161087558,,5.085577431932215
2007-03-22,,13.964872335638217,,5.1780353633279965
2007-03-23,,13.941604888425037,,5.272295902442552
2007-03-24,,13.919757193962969,,5.398608873480946
2007-03-25,,13.894413514860432,,5.523027843441064
2007-03-26,,13.87613079181439,,5.593830141266547
2007-03-27,,13.861611898861257,,5.673550869484616
2007-03-28,,13.845091161894192,,5.748226592405679
2007-03-29,,13.830789785962931,,5.820015846661136
2007-03-30,,13.818129607877282,,5.876869405216645
2007-03-31,,13.813283593774882,,5.873650430057181
2007-04-01,,13.812798231300569,,5.809247504449129
2007-04-02,13.4,13.878834533306348,3.8,5.499908079066319
2007-04-03,,13.933118287508485,,5.258726055240857
2007-04-04,,13.918929352656251,,5.358551944759521
2007-04-05,,13.913990292333434,,5.457413841003863
2007-04-06,,13.914238497422724,,5.581873226117931
2007-04-07,,13.88862574534505,,5.672662195360838
2007-04-08,,13.866573054592617,,5.741926880283783
2007-04-09,,13.844856459554567,,5.835070032244255
2007-04-10,,13.823765901091878,,5.960657367564007
2007-04-11,,13.798269518165862,,6.05929881751408
2007-04-12,,13.77793486817986,,6.223566210742291
2007-04-13,,13.745470820922304,,6.390252083523899
2007-04-14,,13.713423640372579,,6.539694004199298
2007-04-15,,13.677591761844099,,6.719401364025604
2007-04-16,14.0,13.416390644256976,4.2,7.672071965557073
2007-04-17,,13.041087486682542,,8.788872181382837
2007-04-18,,12.797333762946293,,9.323856759476161
2007-04-19,,12.543071708411873,,9.849971359435326
2007-04-20,,12.34164652707688,,10.147239742785924
2007-04-21,,12.138939934798707,,10.35435041404252
2007-04-22,,11.925318578957453,,10.672605514239237
2007-04-23,,11.738544985779118,,10.940524229086378
2007-04-24,,11.533256667765048,,11.233004105588616
2007-04-25,,11.191913171101945,,11.56310566815526
2007-04-26,,10.865144358298544,,11.922926835662931
2007-04-27,,10.697244601720891,,12.20460002148322
2007-04-28,,10.559632249154841,,12.50653153285231
2007-04-29,,10.432410753464877,,12.912555028797316
2007-04-30,13.6,9.67892233777621,8.9,13.609151540799116
2007-05-01,,9.02521282830379,,14.238038892041919
2007-05-02,,9.035882854529195,,14.66667891480553
2007-05-03,,9.03059312165997,,14.835303566818936
2007-05-04,,9.04243190293306,,14.898187479680528
2007-05-05,,8.961204976866396,,15.063284876169826
2007-05-06,,8.971183508868629,,15.197727148756783
2007-05-07,,9.005000961275535,,15.338273028116358
2007-05-08,,9.022183148847766,,15.498743520965204
2007-05-09,,9.056363119395103,,15.651491045304772
2007-05-10,,9.081421430158702,,15.850184399633022
2007-05-11,,9.110570889942311,,16.24662818371052
2007-05-12,,9.16106239690111,,16.69095717620334
2007-05-13,,9.218625416611598,,16.920515476680723
2007-05-14,10.0,9.281079653947796,14.2,17.102445727382147
2007-05-15,,9.311140917590581,,17.293277128701526
2007-05-16,,9.335870114175137,,17.66866476826698
2007-05-17,,9.353028840719825,,18.23466688626674
2007-05-18,9.09,9.389599718599841,14.46,18.880255799879222
2007-05-19,9.21,9.459574665274586,14.43,19.00355698083003
2007-05-20,9.27,9.577271306007015,14.915,19.054345625530196
2007-05-21,9.36,9.704737124745742,14.68,18.993409103083774
2007-05-22,9.38,9.704107513010523,15.07,19.465019045679195
2007-05-23,9.24,9.703702982905796,15.585,19.78449739317756
2007-05-24,9.22,9.702800692347516,16.005,20.04641250579495
2007-05-25,9.05,9.699794381854835,16.735,20.31964432078135
2007-05-26,9.21,9.6958611229417,16.97,20.42015026415468
2007-05-27,,9.691108339188121,,20.844024743225585
2007-05-28,9.35,9.74531281076808,17.03,21.079802962446962
2007-05-29,9.38,9.759800355860344,17.244999999999997,21.05428974835848
2007-05-30,9.5,9.768977269509472,18.035,21.03905759831905
2007-05-31,9.48,9.690953149631179,18.485,21.261559095020644
2007-06-01,9.54,9.615086370204434,19.15,21.999709274229346
2007-06-02,9.73,9.58340311944624,19.265,22.435588316996846
2007-06-03,9.94,9.565757357927565,19.85,22.471367898714753
2007-06-04,10.13,9.526747024192211,20.39,22.700677282172844
2007-06-05,,9.52183694874907,,22.87587146338707
2007-06-06,,9.544506561720846,,22.935520556511797
2007-06-07,,9.549803705758352,,23.128549991090303
2007-06-08,,9.574971803083146,,23.219719459822382
2007-06-09,,9.67760623397281,,23.32388791170662
2007-06-10,,9.767822968541541,,23.44695687774589
2007-06-11,9.1,9.743961891352193,20.3,23.395027767920205
2007-06-12,9.65,9.865856905212196,20.62,23.343106235935892
2007-06-13,9.78,10.067596439765802,21.055,23.232151941924577
2007-06-14,9.87,10.167084238974505,21.605,23.33070062072581
2007-06-15,9.95,10.209023104295667,22.065,23.548511203990568
2007-06-16,,10.265684109640484,,23.643425733778127
2007-06-17,10.64,10.368297856772704,24.085,23.813995594706913
2007-06-18,10.53,10.437264807840943,24.19,23.91053316033604
2007-06-19,9.53,10.465182602038656,23.175,24.095344540769382
2007-06-20,9.49,10.406988021900668,23.195,24.106058460302492
2007-06-21,9.37,10.337850690682115,23.285,24.094265502085236
2007-06-22,9.33,10.281242929134272,22.75,24.079582630729032
2007-06-23,9.25,10.23788906771245,22.53,24.157546447908075
2007-06-24,9.43,10.200860630747204,22.615,24.212627939741825
2007-06-25,10.19,10.152805909781875,23.1,24.24863141222735
2007-06-26,10.82,10.013631227703483,24.02,24.21429368705291
2007-06-27,11.05,9.996879194772275,24.835,24.15646878701327
2007-06-28,11.2,10.00033049758658,25.02,24.09343768032394
2007-06-29,10.88,9.981251971576206,24.1925,24.031658984143935
2007-06-30,11.2,9.951965581635772,23.9,23.942502924899525
