datetime,do_observed,do_predicted,temp_observed,temp_predicted
2006-06-28,,10.965987373252574,22.22,23.695076759788847
2006-06-29,,10.941747728063534,22.34,23.733298702742026
2006-06-30,,10.903985938351155,22.84,23.746418242461367
2006-07-01,,10.897907982470253,22.4,23.801165390748807
2006-07-02,,10.888790312135281,22.4,23.83639890862528
2006-07-03,,10.827978960488403,22.76,23.87048909098178
2006-07-04,,10.71781346303744,23.28,23.925303521315286
2006-07-05,,10.645250238724408,24.07,23.993682976587802
2006-07-06,,10.593183083632004,24.16,24.048866424832653
2006-07-07,,10.5165220816764,24.11,24.10456264034324
2006-07-08,,10.440342882379287,,24.158693687164508
2006-07-09,,10.375720855304586,,24.20424202492884
2006-07-10,11.57,10.312776483499592,24.125,24.247900494982908
2006-07-11,11.42,10.211582090173605,23.32,24.269630299545966
2006-07-12,11.88,10.235834747103231,23.29,24.216600336038272
2006-07-13,13.335,10.362742902280804,24.28,24.14108117641007
2006-07-14,,10.421965900934165,25.23,24.108378198286577
2006-07-15,,10.388189263656928,25.53,24.182345737487296
2006-07-16,13.82,10.324426855382757,25.83,24.203164134402478
2006-07-17,12.92,10.281430832171084,25.75,24.226135327160147
2006-07-18,11.41,10.210242862911404,26.02,24.367997339785983
2006-07-19,12.52,10.115411640364918,25.55,24.40860308792752
2006-07-20,12.78,10.01667453266144,25.45,24.43518294059609
2006-07-21,,9.919930921817553,,24.53555144948284
2006-07-22,,9.827805051886566,,24.647680308905812
2006-07-23,,9.645376045133025,,24.646775790204632
2006-07-24,8.5,9.497367127710348,24.2,24.589124721253288
2006-07-25,12.73,9.406633222485423,24.86,24.538333895053334
2006-07-26,12.39,9.31427389308154,24.79,24.487525616855084
2006-07-27,13.01,9.240135266139442,25.35,24.461695511218593
2006-07-28,12.31,9.187357037836852,24.91,24.37106590627592
2006-07-29,13.89,9.140585415658416,25.9,24.24619662883344
2006-07-30,13.89,9.1059160011238,,24.13087428335378
2006-07-31,13.67,9.059208025997192,26.03,24.010461695160473
2006-08-01,,9.012493176743481,,23.930561395065197
2006-08-02,,8.878805551807822,,23.783437834584543
2006-08-03,,8.691554697804973,,23.509853649974648
2006-08-04,10.37,8.5433666234447,27.29,23.319885663307826
2006-08-05,10.34,8.408597152068287,26.72,23.133446654401787
2006-08-06,9.75,8.303617753882872,26.57,22.971166951926918
2006-08-07,9.49,8.25894593202957,26.36,22.872396449042075
2006-08-08,10.08,8.270186357364107,26.35,22.714086616916525
2006-08-09,10.155,8.282901773971112,25.950000000000003,22.559963427329667
2006-08-10,10.16,8.294308774135605,26.325000000000003,22.43204165760621
2006-08-11,9.34,8.272387673816267,25.59,22.330286403749565
2006-08-12,9.45,8.220877138890724,25.2825,22.292517983120536
