epoch,training_cost,validation_cost,lr_per_epoch
1,1.1856345945982625,1.0772488713264465,0.0008799269593971269
2,1.1339449680966438,1.0208039003259994,0.0008799269593971269
3,0.9312158831589513,0.810217583880705,0.0008799269593971269
4,0.723863291761858,0.6677742863402647,0.0008799269593971269
5,0.6303842237098611,0.5772530708242866,0.0008799269593971269
6,0.5807844608914938,0.5385830428670434,0.0008799269593971269
7,0.554764669897745,0.5064712017774582,0.0008799269593971269
8,0.5289842484773492,0.4742618238224703,0.0008799269593971269
9,0.505816715494763,0.4588298552176532,0.0008799269593971269
10,0.49017993768127704,0.4456750636591631,0.0008799269593971269
11,0.47995961173404034,0.432893726755591,0.0008799269593971269
12,0.4718988636950795,0.42216887193567615,0.0008799269593971269
13,0.4650103704963657,0.41525467266054716,0.0008799269593971269
14,0.4597289537568744,0.4149443796452354,0.0008799269593971269
15,0.4557476445710916,0.4196235029136433,0.0008799269593971269
16,0.45261199520431833,0.42360153969596415,0.0008799269593971269
17,0.45009471325994393,0.42612839095732746,0.0008799269593971269
18,0.4479598232524858,0.42769211705993204,0.0008799269593971269
19,0.4500411512236372,0.42214413600809436,8.79926959397127e-05
